chr14	105241439	105241523	0
chr14	105246447	105246553	0
chr15	66727423	66727522	0
chr15	66729085	66729189	0
chr15	66774119	66774198	0
chr15	66777340	66777447	0
chr15	66782822	66782935	0
chr15	90631742	90631846	0
chr15	90631907	90631970	0
chr16	68835604	68835681	0
chr16	68846032	68846147	0
chr16	68847213	68847319	0
chr17	7572918	7573014	0
chr17	7573892	7574042	0
chr17	7576483	7576693	0
chr17	7576815	7576962	0
chr17	7577010	7577188	0
chr17	7577452	7577627	0
chr17	7578144	7578556	0
chr17	7579288	7579596	0
chr17	7579700	7579768	0
chr17	7579832	7579930	0
chr17	37868186	37868267	0
chr17	37880214	37880324	0
chr17	37880967	37881030	0
chr17	37881284	37881366	0
chr18	48575121	48575193	0
chr18	48575578	48575679	0
chr18	48581188	48581282	0
chr18	48584500	48584595	0
chr18	48586258	48586344	0
chr18	48591818	48591929	0
chr18	48593402	48593507	0
chr18	48603028	48603120	0
chr18	48604663	48604797	0
chr19	1207004	1207104	441698
chr19	1220313	1220423	1080319
chr19	1220465	1220574	1456916
chr19	1221228	1221332	456768
chr19	1223053	1223144	694421
chr19	3114950	3115047	957163
chr19	3118935	3119024	324673
chr19	17945625	17945733	0
chr19	17947972	17948078	0
chr19	17954130	17954229	0
chr20	36031666	36031769	0
chr20	57484408	57484483	0
chr20	57484554	57484635	0
chr22	24133939	24134037	0
chr22	24143222	24143310	0
chr22	24145519	24145598	0
chr22	24176260	24176373	0
